Episode,Season,Week Number,Judge,Week Name,Baker,Gender,Age,Signature Handshake,Technical Rank,Showstopper Handshake,Star Baker,Eliminated,Competed,Winner
"Series 5, Episode 8",5,8,Mary,Advanced Dough,Norman,M,66,0,,0,0,0,0,0
"Series 5, Episode 8",5,8,Mary,Advanced Dough,Richard,M,38,0,4.0,0,1,0,1,0
"Series 5, Episode 9",5,9,Mary,Pâtisserie,Chetna,F,35,0,4.0,0,0,1,1,0
"Series 5, Episode 9",5,9,Mary,Pâtisserie,Claire,F,31,0,,0,0,0,0,0
"Series 5, Episode 9",5,9,Mary,Pâtisserie,Diana,F,69,0,,0,0,0,0,0
"Series 5, Episode 9",5,9,Mary,Pâtisserie,Enwezor,M,39,0,,0,0,0,0,0
"Series 5, Episode 9",5,9,Mary,Pâtisserie,Iain,M,31,0,,0,0,0,0,0
"Series 5, Episode 9",5,9,Mary,Pâtisserie,Jordan,M,32,0,,0,0,0,0,0
"Series 5, Episode 9",5,9,Mary,Pâtisserie,Kate,F,41,0,,0,0,0,0,0
"Series 5, Episode 9",5,9,Mary,Pâtisserie,Luis,M,42,0,1.0,0,0,0,1,0
"Series 5, Episode 9",5,9,Mary,Pâtisserie,Martha,F,17,0,,0,0,0,0,0
"Series 5, Episode 9",5,9,Mary,Pâtisserie,Nancy,F,60,0,3.0,0,0,0,1,1
"Series 5, Episode 9",5,9,Mary,Pâtisserie,Norman,M,66,0,,0,0,0,0,0
"Series 5, Episode 9",5,9,Mary,Pâtisserie,Richard,M,38,0,2.0,0,1,0,1,0
"Series 5, Episode 10",5,10,Mary,Final,Chetna,F,35,0,,0,0,0,0,0
"Series 5, Episode 10",5,10,Mary,Final,Claire,F,31,0,,0,0,0,0,0
"Series 5, Episode 10",5,10,Mary,Final,Diana,F,69,0,,0,0,0,0,0
"Series 5, Episode 10",5,10,Mary,Final,Enwezor,M,39,0,,0,0,0,0,0
"Series 5, Episode 10",5,10,Mary,Final,Iain,M,31,0,,0,0,0,0,0
"Series 5, Episode 10",5,10,Mary,Final,Jordan,M,32,0,,0,0,0,0,0
"Series 5, Episode 10",5,10,Mary,Final,Kate,F,41,0,,0,0,0,0,0
"Series 5, Episode 10",5,10,Mary,Final,Luis,M,42,0,2.0,0,0,1,1,0
"Series 5, Episode 10",5,10,Mary,Final,Martha,F,17,0,,0,0,0,0,0
"Series 5, Episode 10",5,10,Mary,Final,Nancy,F,60,0,1.0,0,1,0,1,1
"Series 5, Episode 10",5,10,Mary,Final,Norman,M,66,0,,0,0,0,0,0
"Series 5, Episode 10",5,10,Mary,Final,Richard,M,38,0,3.0,0,0,1,1,0
"Series 6, Episode 1",6,1,Mary,Cake,Alvin,M,37,0,2.0,0,0,0,1,0
"Series 6, Episode 1",6,1,Mary,Cake,Dorret,F,53,0,5.0,0,0,0,1,0
"Series 6, Episode 1",6,1,Mary,Cake,Flora,F,19,0,6.0,0,0,0,1,0
"Series 6, Episode 1",6,1,Mary,Cake,Ian,M,41,0,8.0,0,0,0,1,0
"Series 6, Episode 1",6,1,Mary,Cake,Marie,F,66,0,3.0,0,1,0,1,0
"Series 6, Episode 1",6,1,Mary,Cake,Mat,M,37,0,7.0,0,0,0,1,0
"Series 6, Episode 1",6,1,Mary,Cake,Nadiya,F,30,0,12.0,0,0,0,1,1
"Series 6, Episode 1",6,1,Mary,Cake,Paul,M,49,0,10.0,0,0,0,1,0
"Series 6, Episode 1",6,1,Mary,Cake,Sandy,F,49,0,9.0,0,0,0,1,0
"Series 6, Episode 1",6,1,Mary,Cake,Stu,M,35,0,11.0,0,0,1,1,0
"Series 6, Episode 1",6,1,Mary,Cake,Tamal,M,29,0,4.0,0,0,0,1,0
"Series 6, Episode 1",6,1,Mary,Cake,Ugnė,F,32,0,1.0,0,0,0,1,0
"Series 6, Episode 2",6,2,Mary,Biscuits,Alvin,M,37,0,6.0,0,0,0,1,0
"Series 6, Episode 2",6,2,Mary,Biscuits,Dorret,F,53,0,1.0,0,0,0,1,0
"Series 6, Episode 2",6,2,Mary,Biscuits,Flora,F,19,0,2.0,0,0,0,1,0
"Series 6, Episode 2",6,2,Mary,Biscuits,Ian,M,41,0,3.0,0,1,0,1,0
"Series 6, Episode 2",6,2,Mary,Biscuits,Marie,F,66,0,11.0,0,0,1,1,0
"Series 6, Episode 2",6,2,Mary,Biscuits,Mat,M,37,0,5.0,0,0,0,1,0
"Series 6, Episode 2",6,2,Mary,Biscuits,Nadiya,F,30,0,9.0,0,0,0,1,1
"Series 6, Episode 2",6,2,Mary,Biscuits,Paul,M,49,0,10.0,0,0,0,1,0
"Series 6, Episode 2",6,2,Mary,Biscuits,Sandy,F,49,0,4.0,0,0,0,1,0
"Series 6, Episode 2",6,2,Mary,Biscuits,Stu,M,35,0,,0,0,0,0,0
"Series 6, Episode 2",6,2,Mary,Biscuits,Tamal,M,29,0,8.0,0,0,0,1,0
"Series 6, Episode 2",6,2,Mary,Biscuits,Ugnė,F,32,0,7.0,0,0,0,1,0
"Series 6, Episode 3",6,3,Mary,Bread,Alvin,M,37,0,4.0,0,0,0,1,0
"Series 6, Episode 3",6,3,Mary,Bread,Dorret,F,53,0,6.0,0,0,1,1,0
"Series 6, Episode 3",6,3,Mary,Bread,Flora,F,19,0,2.0,0,0,0,1,0
"Series 6, Episode 3",6,3,Mary,Bread,Ian,M,41,0,1.0,0,1,0,1,0
"Series 6, Episode 3",6,3,Mary,Bread,Marie,F,66,0,,0,0,0,0,0
"Series 6, Episode 3",6,3,Mary,Bread,Mat,M,37,0,8.0,0,0,0,1,0
"Series 6, Episode 3",6,3,Mary,Bread,Nadiya,F,30,0,9.0,0,0,0,1,1
"Series 6, Episode 3",6,3,Mary,Bread,Paul,M,49,1,10.0,0,0,0,1,0
"Series 6, Episode 3",6,3,Mary,Bread,Sandy,F,49,0,7.0,0,0,0,1,0
"Series 6, Episode 3",6,3,Mary,Bread,Stu,M,35,0,,0,0,0,0,0
"Series 6, Episode 3",6,3,Mary,Bread,Tamal,M,29,0,3.0,0,0,0,1,0
"Series 6, Episode 3",6,3,Mary,Bread,Ugnė,F,32,0,5.0,0,0,0,1,0
"Series 6, Episode 4",6,4,Mary,Dessert,Alvin,M,37,0,9.0,0,0,0,1,0
"Series 6, Episode 4",6,4,Mary,Dessert,Dorret,F,53,0,,0,0,0,0,0
"Series 6, Episode 4",6,4,Mary,Dessert,Flora,F,19,0,3.0,0,0,0,1,0
"Series 6, Episode 4",6,4,Mary,Dessert,Ian,M,41,0,4.0,0,1,0,1,0
"Series 6, Episode 4",6,4,Mary,Dessert,Marie,F,66,0,,0,0,0,0,0
"Series 6, Episode 4",6,4,Mary,Dessert,Mat,M,37,0,7.0,0,0,0,1,0
"Series 6, Episode 4",6,4,Mary,Dessert,Nadiya,F,30,0,8.0,0,0,0,1,1
"Series 6, Episode 4",6,4,Mary,Dessert,Paul,M,49,0,1.0,0,0,0,1,0
"Series 6, Episode 4",6,4,Mary,Dessert,Sandy,F,49,0,6.0,0,0,1,1,0
"Series 6, Episode 4",6,4,Mary,Dessert,Stu,M,35,0,,0,0,0,0,0
"Series 6, Episode 4",6,4,Mary,Dessert,Tamal,M,29,0,5.0,0,0,0,1,0
"Series 6, Episode 4",6,4,Mary,Dessert,Ugnė,F,32,0,2.0,0,0,0,1,0
"Series 6, Episode 5",6,5,Mary,Alternative,Alvin,M,37,0,8.0,0,0,0,1,0
"Series 6, Episode 5",6,5,Mary,Alternative,Dorret,F,53,0,,0,0,0,0,0
"Series 6, Episode 5",6,5,Mary,Alternative,Flora,F,19,0,3.0,0,0,0,1,0
"Series 6, Episode 5",6,5,Mary,Alternative,Ian,M,41,0,5.0,0,0,0,1,0
"Series 6, Episode 5",6,5,Mary,Alternative,Marie,F,66,0,,0,0,0,0,0
"Series 6, Episode 5",6,5,Mary,Alternative,Mat,M,37,0,4.0,0,0,0,1,0
"Series 6, Episode 5",6,5,Mary,Alternative,Nadiya,F,30,0,1.0,0,1,0,1,1
"Series 6, Episode 5",6,5,Mary,Alternative,Paul,M,49,0,2.0,0,0,0,1,0
"Series 6, Episode 5",6,5,Mary,Alternative,Sandy,F,49,0,,0,0,0,0,0
"Series 6, Episode 5",6,5,Mary,Alternative,Stu,M,35,0,,0,0,0,0,0
"Series 6, Episode 5",6,5,Mary,Alternative,Tamal,M,29,0,7.0,0,0,0,1,0
"Series 6, Episode 5",6,5,Mary,Alternative,Ugnė,F,32,0,6.0,0,0,1,1,0
"Series 6, Episode 6",6,6,Mary,Pastry,Alvin,M,37,0,6.0,0,0,1,1,0
"Series 6, Episode 6",6,6,Mary,Pastry,Dorret,F,53,0,,0,0,0,0,0
"Series 6, Episode 6",6,6,Mary,Pastry,Flora,F,19,0,2.0,0,0,0,1,0
"Series 6, Episode 6",6,6,Mary,Pastry,Ian,M,41,0,3.0,0,0,0,1,0
"Series 6, Episode 6",6,6,Mary,Pastry,Marie,F,66,0,,0,0,0,0,0
"Series 6, Episode 6",6,6,Mary,Pastry,Mat,M,37,0,1.0,0,1,0,1,0
"Series 6, Episode 6",6,6,Mary,Pastry,Nadiya,F,30,0,4.0,0,0,0,1,1
"Series 6, Episode 6",6,6,Mary,Pastry,Paul,M,49,0,5.0,0,0,0,1,0
"Series 6, Episode 6",6,6,Mary,Pastry,Sandy,F,49,0,,0,0,0,0,0
"Series 6, Episode 6",6,6,Mary,Pastry,Stu,M,35,0,,0,0,0,0,0
"Series 6, Episode 6",6,6,Mary,Pastry,Tamal,M,29,0,7.0,0,0,0,1,0
"Series 6, Episode 6",6,6,Mary,Pastry,Ugnė,F,32,0,,0,0,0,0,0
"Series 6, Episode 7",6,7,Mary,Victorian,Alvin,M,37,0,,0,0,0,0,0
"Series 6, Episode 7",6,7,Mary,Victorian,Dorret,F,53,0,,0,0,0,0,0
"Series 6, Episode 7",6,7,Mary,Victorian,Flora,F,19,0,4.0,0,0,0,1,0
"Series 6, Episode 7",6,7,Mary,Victorian,Ian,M,41,0,5.0,0,0,0,1,0
"Series 6, Episode 7",6,7,Mary,Victorian,Marie,F,66,0,,0,0,0,0,0
"Series 6, Episode 7",6,7,Mary,Victorian,Mat,M,37,0,6.0,0,0,1,1,0
"Series 6, Episode 7",6,7,Mary,Victorian,Nadiya,F,30,0,1.0,0,0,0,1,1
"Series 6, Episode 7",6,7,Mary,Victorian,Paul,M,49,0,2.0,0,0,0,1,0
"Series 6, Episode 7",6,7,Mary,Victorian,Sandy,F,49,0,,0,0,0,0,0
"Series 6, Episode 7",6,7,Mary,Victorian,Stu,M,35,0,,0,0,0,0,0
"Series 6, Episode 7",6,7,Mary,Victorian,Tamal,M,29,1,3.0,0,1,0,1,0
"Series 6, Episode 7",6,7,Mary,Victorian,Ugnė,F,32,0,,0,0,0,0,0
"Series 6, Episode 8",6,8,Mary,Pâtisserie,Alvin,M,37,0,,0,0,0,0,0
"Series 6, Episode 8",6,8,Mary,Pâtisserie,Dorret,F,53,0,,0,0,0,0,0
"Series 6, Episode 8",6,8,Mary,Pâtisserie,Flora,F,19,0,3.0,0,0,0,1,0
"Series 6, Episode 8",6,8,Mary,Pâtisserie,Ian,M,41,0,2.0,0,0,0,1,0
"Series 6, Episode 8",6,8,Mary,Pâtisserie,Marie,F,66,0,,0,0,0,0,0
"Series 6, Episode 8",6,8,Mary,Pâtisserie,Mat,M,37,0,,0,0,0,0,0
"Series 6, Episode 8",6,8,Mary,Pâtisserie,Nadiya,F,30,0,1.0,0,1,0,1,1
"Series 6, Episode 8",6,8,Mary,Pâtisserie,Paul,M,49,0,5.0,0,0,1,1,0
"Series 6, Episode 8",6,8,Mary,Pâtisserie,Sandy,F,49,0,,0,0,0,0,0
"Series 6, Episode 8",6,8,Mary,Pâtisserie,Stu,M,35,0,,0,0,0,0,0
"Series 6, Episode 8",6,8,Mary,Pâtisserie,Tamal,M,29,0,4.0,0,0,0,1,0
"Series 6, Episode 8",6,8,Mary,Pâtisserie,Ugnė,F,32,0,,0,0,0,0,0
"Series 6, Episode 9",6,9,Mary,Chocolate,Alvin,M,37,0,,0,0,0,0,0
"Series 6, Episode 9",6,9,Mary,Chocolate,Dorret,F,53,0,,0,0,0,0,0
"Series 6, Episode 9",6,9,Mary,Chocolate,Flora,F,19,0,1.0,0,0,1,1,0
"Series 6, Episode 9",6,9,Mary,Chocolate,Ian,M,41,0,3.0,0,0,0,1,0
"Series 6, Episode 9",6,9,Mary,Chocolate,Marie,F,66,0,,0,0,0,0,0
"Series 6, Episode 9",6,9,Mary,Chocolate,Mat,M,37,0,,0,0,0,0,0
"Series 6, Episode 9",6,9,Mary,Chocolate,Nadiya,F,30,1,4.0,0,1,0,1,1
"Series 6, Episode 9",6,9,Mary,Chocolate,Paul,M,49,0,,0,0,0,0,0
"Series 6, Episode 9",6,9,Mary,Chocolate,Sandy,F,49,0,,0,0,0,0,0
"Series 6, Episode 9",6,9,Mary,Chocolate,Stu,M,35,0,,0,0,0,0,0
"Series 6, Episode 9",6,9,Mary,Chocolate,Tamal,M,29,0,2.0,0,0,0,1,0
"Series 6, Episode 9",6,9,Mary,Chocolate,Ugnė,F,32,0,,0,0,0,0,0
"Series 6, Episode 10",6,10,Mary,Final,Alvin,M,37,0,,0,0,0,0,0
"Series 6, Episode 10",6,10,Mary,Final,Dorret,F,53,0,,0,0,0,0,0
"Series 6, Episode 10",6,10,Mary,Final,Flora,F,19,0,,0,0,0,0,0
"Series 6, Episode 10",6,10,Mary,Final,Ian,M,41,0,2.0,0,0,1,1,0
"Series 6, Episode 10",6,10,Mary,Final,Marie,F,66,0,,0,0,0,0,0
"Series 6, Episode 10",6,10,Mary,Final,Mat,M,37,0,,0,0,0,0,0
"Series 6, Episode 10",6,10,Mary,Final,Nadiya,F,30,0,1.0,0,1,0,1,1
"Series 6, Episode 10",6,10,Mary,Final,Paul,M,49,0,,0,0,0,0,0
"Series 6, Episode 10",6,10,Mary,Final,Sandy,F,49,0,,0,0,0,0,0
"Series 6, Episode 10",6,10,Mary,Final,Stu,M,35,0,3.0,0,0,0,0,0
"Series 6, Episode 10",6,10,Mary,Final,Tamal,M,29,0,,0,0,1,1,0
"Series 6, Episode 10",6,10,Mary,Final,Ugnė,F,32,0,,0,0,0,0,0
"Series 7, Episode 1",7,1,Mary,Cake,Andrew,M,25,0,12.0,0,0,0,1,0
"Series 7, Episode 1",7,1,Mary,Cake,Benjamina,F,23,0,6.0,0,0,0,1,0
"Series 7, Episode 1",7,1,Mary,Cake,Candice,F,31,0,5.0,0,0,0,1,1
"Series 7, Episode 1",7,1,Mary,Cake,Jane,F,61,0,7.0,0,1,0,1,0
"Series 7, Episode 1",7,1,Mary,Cake,Kate,F,37,0,4.0,0,0,0,1,0
"Series 7, Episode 1",7,1,Mary,Cake,Lee,M,67,0,11.0,0,0,1,1,0
"Series 7, Episode 1",7,1,Mary,Cake,Louise,F,46,0,9.0,0,0,0,1,0
"Series 7, Episode 1",7,1,Mary,Cake,Michael,M,20,0,3.0,0,0,0,1,0
"Series 7, Episode 1",7,1,Mary,Cake,Rav,M,28,0,8.0,0,0,0,1,0
"Series 7, Episode 1",7,1,Mary,Cake,Selasi,M,30,0,1.0,0,0,0,1,0
"Series 7, Episode 1",7,1,Mary,Cake,Tom,M,26,0,2.0,0,0,0,1,0
"Series 7, Episode 1",7,1,Mary,Cake,Val,F,66,0,10.0,0,0,0,1,0
"Series 7, Episode 2",7,2,Mary,Biscuits,Andrew,M,25,0,4.0,0,0,0,1,0
"Series 7, Episode 2",7,2,Mary,Biscuits,Benjamina,F,23,0,3.0,0,0,0,1,0
"Series 7, Episode 2",7,2,Mary,Biscuits,Candice,F,31,0,8.0,0,1,0,1,1
"Series 7, Episode 2",7,2,Mary,Biscuits,Jane,F,61,0,2.0,0,0,0,1,0
"Series 7, Episode 2",7,2,Mary,Biscuits,Kate,F,37,0,1.0,0,0,0,1,0
"Series 7, Episode 2",7,2,Mary,Biscuits,Lee,M,67,0,,0,0,0,0,0
"Series 7, Episode 2",7,2,Mary,Biscuits,Louise,F,46,0,10.0,0,0,1,1,0
"Series 7, Episode 2",7,2,Mary,Biscuits,Michael,M,20,0,9.0,0,0,0,1,0
"Series 7, Episode 2",7,2,Mary,Biscuits,Rav,M,28,0,6.0,0,0,0,1,0
"Series 7, Episode 2",7,2,Mary,Biscuits,Selasi,M,30,0,11.0,0,0,0,1,0
"Series 7, Episode 2",7,2,Mary,Biscuits,Tom,M,26,1,7.0,0,0,0,1,0
"Series 7, Episode 2",7,2,Mary,Biscuits,Val,F,66,0,5.0,0,0,0,1,0
"Series 7, Episode 3",7,3,Mary,Bread,Andrew,M,25,0,2.0,0,0,0,1,0
"Series 7, Episode 3",7,3,Mary,Bread,Benjamina,F,23,0,6.0,0,0,0,1,0
"Series 7, Episode 3",7,3,Mary,Bread,Candice,F,31,0,3.0,0,0,0,1,1
"Series 7, Episode 3",7,3,Mary,Bread,Jane,F,61,0,9.0,0,0,0,1,0
"Series 7, Episode 3",7,3,Mary,Bread,Kate,F,37,0,8.0,0,0,0,1,0
"Series 7, Episode 3",7,3,Mary,Bread,Lee,M,67,0,,0,0,0,0,0
"Series 7, Episode 3",7,3,Mary,Bread,Louise,F,46,0,,0,0,0,0,0
"Series 7, Episode 3",7,3,Mary,Bread,Michael,M,20,0,7.0,0,0,1,1,0
"Series 7, Episode 3",7,3,Mary,Bread,Rav,M,28,0,10.0,0,0,0,1,0
"Series 7, Episode 3",7,3,Mary,Bread,Selasi,M,30,0,5.0,0,0,0,1,0
"Series 7, Episode 3",7,3,Mary,Bread,Tom,M,26,0,4.0,0,1,0,1,0
"Series 7, Episode 3",7,3,Mary,Bread,Val,F,66,0,1.0,0,0,0,1,0
"Series 7, Episode 4",7,4,Mary,Batter,Andrew,M,25,0,4.0,0,0,0,1,0
"Series 7, Episode 4",7,4,Mary,Batter,Benjamina,F,23,0,1.0,0,1,0,1,0
"Series 7, Episode 4",7,4,Mary,Batter,Candice,F,31,0,2.0,0,0,0,1,1
"Series 7, Episode 4",7,4,Mary,Batter,Jane,F,61,0,3.0,0,0,0,1,0
"Series 7, Episode 4",7,4,Mary,Batter,Kate,F,37,0,7.0,0,0,1,1,0
"Series 7, Episode 4",7,4,Mary,Batter,Lee,M,67,0,,0,0,0,0,0
"Series 7, Episode 4",7,4,Mary,Batter,Louise,F,46,0,,0,0,0,0,0
"Series 7, Episode 4",7,4,Mary,Batter,Michael,M,20,0,,0,0,0,0,0
"Series 7, Episode 4",7,4,Mary,Batter,Rav,M,28,0,9.0,0,0,0,1,0
"Series 7, Episode 4",7,4,Mary,Batter,Selasi,M,30,1,8.0,0,0,0,1,0
"Series 7, Episode 4",7,4,Mary,Batter,Tom,M,26,0,5.0,0,0,0,1,0
"Series 7, Episode 4",7,4,Mary,Batter,Val,F,66,0,6.0,0,0,0,1,0
"Series 7, Episode 5",7,5,Mary,Pastry,Andrew,M,25,0,6.0,0,0,0,1,0
"Series 7, Episode 5",7,5,Mary,Pastry,Benjamina,F,23,0,5.0,0,0,0,1,0
"Series 7, Episode 5",7,5,Mary,Pastry,Candice,F,31,0,2.0,0,1,0,1,1
"Series 7, Episode 5",7,5,Mary,Pastry,Jane,F,61,0,1.0,0,0,0,1,0
"Series 7, Episode 5",7,5,Mary,Pastry,Kate,F,37,0,,0,0,0,0,0
"Series 7, Episode 5",7,5,Mary,Pastry,Lee,M,67,0,,0,0,0,0,0
"Series 7, Episode 5",7,5,Mary,Pastry,Louise,F,46,0,,0,0,0,0,0
"Series 7, Episode 5",7,5,Mary,Pastry,Michael,M,20,0,,0,0,0,0,0
"Series 7, Episode 5",7,5,Mary,Pastry,Rav,M,28,0,8.0,0,0,0,1,0
"Series 7, Episode 5",7,5,Mary,Pastry,Selasi,M,30,0,3.0,0,0,0,1,0
"Series 7, Episode 5",7,5,Mary,Pastry,Tom,M,26,0,4.0,0,0,0,1,0
"Series 7, Episode 5",7,5,Mary,Pastry,Val,F,66,0,7.0,0,0,1,1,0
"Series 7, Episode 6",7,6,Mary,Botanical,Andrew,M,25,0,6.0,0,0,0,1,0
"Series 7, Episode 6",7,6,Mary,Botanical,Benjamina,F,23,0,2.0,0,0,0,1,0
"Series 7, Episode 6",7,6,Mary,Botanical,Candice,F,31,0,5.0,0,0,0,1,1
"Series 7, Episode 6",7,6,Mary,Botanical,Jane,F,61,0,4.0,0,0,0,1,0
"Series 7, Episode 6",7,6,Mary,Botanical,Kate,F,37,0,,0,0,0,0,0
"Series 7, Episode 6",7,6,Mary,Botanical,Lee,M,67,0,,0,0,0,0,0
"Series 7, Episode 6",7,6,Mary,Botanical,Louise,F,46,0,,0,0,0,0,0
"Series 7, Episode 6",7,6,Mary,Botanical,Michael,M,20,0,,0,0,0,0,0
"Series 7, Episode 6",7,6,Mary,Botanical,Rav,M,28,0,3.0,0,0,1,1,0
"Series 7, Episode 6",7,6,Mary,Botanical,Selasi,M,30,0,7.0,0,0,0,1,0
"Series 7, Episode 6",7,6,Mary,Botanical,Tom,M,26,0,1.0,0,1,0,1,0
"Series 7, Episode 6",7,6,Mary,Botanical,Val,F,66,0,,0,0,0,0,0
"Series 7, Episode 7",7,7,Mary,Dessert,Andrew,M,25,0,1.0,0,1,0,1,0
"Series 7, Episode 7",7,7,Mary,Dessert,Benjamina,F,23,0,3.0,0,0,0,1,0
"Series 7, Episode 7",7,7,Mary,Dessert,Candice,F,31,0,2.0,0,0,0,1,1
"Series 7, Episode 7",7,7,Mary,Dessert,Jane,F,61,0,4.0,0,0,0,1,0
"Series 7, Episode 7",7,7,Mary,Dessert,Kate,F,37,0,,0,0,0,0,0
"Series 7, Episode 7",7,7,Mary,Dessert,Lee,M,67,0,,0,0,0,0,0
"Series 7, Episode 7",7,7,Mary,Dessert,Louise,F,46,0,,0,0,0,0,0
"Series 7, Episode 7",7,7,Mary,Dessert,Michael,M,20,0,,0,0,0,0,0
"Series 7, Episode 7",7,7,Mary,Dessert,Rav,M,28,0,,0,0,0,0,0
"Series 7, Episode 7",7,7,Mary,Dessert,Selasi,M,30,0,6.0,0,0,0,1,0
"Series 7, Episode 7",7,7,Mary,Dessert,Tom,M,26,0,5.0,0,0,1,1,0
"Series 7, Episode 7",7,7,Mary,Dessert,Val,F,66,0,,0,0,0,0,0
"Series 7, Episode 8",7,8,Mary,Tudor,Andrew,M,25,0,2.0,0,0,0,1,0
"Series 7, Episode 8",7,8,Mary,Tudor,Benjamina,F,23,0,4.0,0,0,1,1,0
"Series 7, Episode 8",7,8,Mary,Tudor,Candice,F,31,0,1.0,0,1,0,1,1
"Series 7, Episode 8",7,8,Mary,Tudor,Jane,F,61,0,5.0,0,0,0,1,0
"Series 7, Episode 8",7,8,Mary,Tudor,Kate,F,37,0,,0,0,0,0,0
"Series 7, Episode 8",7,8,Mary,Tudor,Lee,M,67,0,,0,0,0,0,0
"Series 7, Episode 8",7,8,Mary,Tudor,Louise,F,46,0,,0,0,0,0,0
"Series 7, Episode 8",7,8,Mary,Tudor,Michael,M,20,0,,0,0,0,0,0
"Series 7, Episode 8",7,8,Mary,Tudor,Rav,M,28,0,,0,0,0,0,0
"Series 7, Episode 8",7,8,Mary,Tudor,Selasi,M,30,0,3.0,0,0,0,1,0
"Series 7, Episode 8",7,8,Mary,Tudor,Tom,M,26,0,,0,0,0,0,0
"Series 7, Episode 8",7,8,Mary,Tudor,Val,F,66,0,,0,0,0,0,0
"Series 7, Episode 9",7,9,Mary,Pâtisserie,Andrew,M,25,0,2.0,0,1,0,1,0
"Series 7, Episode 9",7,9,Mary,Pâtisserie,Benjamina,F,23,0,,0,0,0,0,0
"Series 7, Episode 9",7,9,Mary,Pâtisserie,Candice,F,31,0,3.0,0,0,0,1,1
"Series 7, Episode 9",7,9,Mary,Pâtisserie,Jane,F,61,0,1.0,0,0,0,1,0
"Series 7, Episode 9",7,9,Mary,Pâtisserie,Kate,F,37,0,,0,0,0,0,0
"Series 7, Episode 9",7,9,Mary,Pâtisserie,Lee,M,67,0,,0,0,0,0,0
"Series 7, Episode 9",7,9,Mary,Pâtisserie,Louise,F,46,0,,0,0,0,0,0
"Series 7, Episode 9",7,9,Mary,Pâtisserie,Michael,M,20,0,,0,0,0,0,0
"Series 7, Episode 9",7,9,Mary,Pâtisserie,Rav,M,28,0,,0,0,0,0,0
"Series 7, Episode 9",7,9,Mary,Pâtisserie,Selasi,M,30,0,4.0,0,0,1,1,0
"Series 7, Episode 9",7,9,Mary,Pâtisserie,Tom,M,26,0,,0,0,0,0,0
"Series 7, Episode 9",7,9,Mary,Pâtisserie,Val,F,66,0,,0,0,0,0,0
